fname,fadd,flat,flng,furl,fimg,fcat,floc
점점점점점점,서울 마포구 성암로15길 36 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1707349989?c=14125089.3470401,4519875.0741565,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220228_264%2F1646041009484a6LVJ_JPEG%2FA4523CA7-DB77-4336-8C30-BC233D725244.jpeg,한식,상암
런이트,서울 마포구 매봉산로2안길 12-9 2층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1277585736?c=14124873.1868529,4519990.3226915,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220221_236%2F16454545484102JXA9_PNG%2Frunit_%25B7%25CE%25B0%25ED_%25282%2529.png,"카페,디저트",상암
개미집 상암점,서울 마포구 월드컵북로 396 누리꿈스퀘어 공동제작센터 2층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1345785403?c=14124439.5083807,4520259.1004130,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220510_195%2F1652181560465OJxuT_JPEG%2FBB279E58-4FEF-497A-BC6B-1100D37B4D2A.jpeg,낙지요리,상암
크라이치즈버거 상암점,"서울 마포구 매봉산로 75 B109, B110",,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1563976150?c=14124764.1939395,4520050.1035409,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211103_158%2F1635926083740ruIfE_JPEG%2FjKVh5pMv3mdAoy3K4R0EeXy4.jpg,햄버거,상암
김영섭초밥,서울 마포구 월드컵북로 352-18,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/35816452?c=14124765.8414679,4519935.1633622,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160203_278%2F1454484284378ActRa_JPEG%2F176153565463039_0.jpg,"초밥,롤",상암
무한리필808,서울 마포구 월드컵북로50길 9,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1040724478?c=14124802.3653929,4519871.9980704,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171212_50%2F1513013264009KHUgH_PNG%2FZw-XUkrFK3e5F7O98iCkfsFi.png,"육류,고기요리",상암
후라토식당상암직영점,서울 마포구 월드컵북로54길 25 상암DMC푸르지오시티 지하1층 B107호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1505175456?c=14124284.3958022,4520556.5689211,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201215_98%2F1608019481962lcbOI_JPEG%2FN-uzToLJt_3Ga2lS167zwQ8R.jpg,일식당,상암
몽미 상암본점,서울 마포구 월드컵북로48길 50 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1454061105?c=14125087.4991366,4519937.6495289,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191004_17%2F1570179739101LnGUx_JPEG%2FHc9AMFtY0f_rH3JxS4lVPA9r.jpg,돼지고기구이,상암
옥합콩국수,서울 마포구 월드컵북로 396 누리꿈스퀘어 B1-1085호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/36615395?c=14124377.2696534,4520170.1859836,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",NULL,한식,상암
도락,서울 마포구 월드컵북로54길 17 사보이시티 지하 1층 B-132A 도락,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1934443539?c=14124248.8292249,4520436.7067908,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180319_60%2F1521446447033xyOf5_JPEG%2FhATiH-1WmFmZtzRC0OukZonl.jpg,해장국,상암
피슈마라홍탕 상암점,"서울 마포구 매봉산로 80 Park M 1층 7호,8호",,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/598681957?c=14124875.1683398,4520058.5734586,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190709_59%2F15626553113276XNzP_JPEG%2Fy1ZkL8srdmhAI_wExi_hGjhe.jpg,중식당,상암
한동이,서울 마포구 월드컵북로48길 29-5 1층 103호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1679305905?c=14124952.2904831,4519894.5560561,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220110_294%2F1641809923482bhxsc_JPEG%2F12515E2A-4E47-469F-AE68-EC1977E56C52.jpeg,요리주점,상암
한상가득왕솥뚜껑,서울 마포구 성암로13길 36 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/57967275?c=14125190.1245751,4519778.0303969,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210828_12%2F1630114648711pfRi5_JPEG%2Fav07lRqRcIwDoJd8Yji1Uev-.jpg,"육류,고기요리",상암
전설의 우대갈비 상암직영점,"서울 마포구 월드컵북로 396 누리꿈스퀘어 공동제작센타 2층 202호, 203호",,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1401522432?c=14124433.2633572,4520261.6990294,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211006_142%2F1633507952016TV39u_JPEG%2FyAj4M7vvdYCFHzfWh8js4EwI.jpg,"육류,고기요리",상암
모리타,서울 마포구 월드컵북로44길 49 2층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/615201494?c=14124924.8836244,4519818.7215264,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170620_184%2F1497946925276m28Oj_JPEG%2F1.jpg,일식당,상암
82년생 김민경 X 카페르세,서울 마포구 매봉산로 80 파크엠 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1758181298?c=14124841.8504162,4520049.4574115,15,0,0,0,dh&placePath=%3Fentry%253Dbmp%2526n_ad_group_type%253D10%2526n_query%253D%25EB%25A7%259B%25EC%25A7%2591",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200914_244%2F1600083130034WIhda_JPEG%2FOHKe3ty7ECvK4tfDLCf8dUyh.jpg,"카페,디저트",상암
던킨 상암DMC역사점,서울 마포구 성암로 184,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1600434095?c=14125401.5425521,4519816.5022616,15,0,0,0,dh&placePath=%3Fentry%253Dbmp%2526n_ad_group_type%253D10%2526n_query%253D%25EB%25A7%259B%25EC%25A7%2591",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191017_210%2F1571276560421lBTbL_JPEG%2Fm2LwNDwdbw8mpgEVE3QOih6n.jpg,도넛,상암
또보겠지떡볶이집 상암DMC히어로점,서울 마포구 성암로15길 8,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1132813078?c=14125023.8466517,4520035.0318800,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210422_96%2F1619069466983biUGM_JPEG%2FKakaoTalk_20210422_134753270_05.jpg,분식,상암
Miseum,서울 마포구 성암로 205,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1693034733?c=14125150.3167252,4519958.7328083,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191209_238%2F1575876633073NRPEi_JPEG%2F8shge0n4s8PlX6aeqvcAHUd8.jpg,베이커리,상암
화포식당 상암점,서울 마포구 월드컵북로54길 17 사보이시티 DMC 2층 215호 화포식당,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/38349760?c=14124253.4267199,4520411.3242330,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160804_263%2F1470245905959vEYft_PNG%2F176754426845209_0.png,돼지고기구이,상암
월화고기 상암 직영1호점,서울 마포구 매봉산로2안길 12-6,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/37486368?c=14124893.8700143,4519995.7304845,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220113_26%2F1642063512792rMda0_JPEG%2F%25B2%25D9%25B9%25CC%25B1%25E2%25BB%25F3%25BE%25CF%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA_3.jpg,"육류,고기요리",상암
참치공방 상암점,서울 마포구 월드컵북로 402 케이지아이티센터2층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/37638584?c=14124285.3531498,4520266.5029597,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220725_141%2F1658716302389CXwBy_JPEG%2F%25BE%25F7%25B7%25CE%25B5%25E5%25BF%25EB%2528%25BB%25F3%25BE%25CF%25C2%25FC%25C4%25A1%2529IMG_0571.jpg,생선회,상암
스시가효,서울 마포구 월드컵북로54길 25 상암dmc푸르지오시티 2층 222호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1757055158?c=14124303.3312476,4520508.3598223,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190311_244%2F1552313582249KE2Qb_JPEG%2FuUODch700aR1e1A5xJcWLb6g.jpg,"초밥,롤",상암
마이클돈까스 본점,서울 마포구 월드컵북로 381 상암 월드컵파크 4단지 상가 2층 212호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/188365951?c=14124388.8802763,4519980.6589020,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191031_40%2F1572518616850p3PQN_JPEG%2FVIMzLQRmXUxH_DGYZkNhSIGw.jpg,돈가스,상암
카페마마스 상암MBC점,서울 마포구 성암로 267 엠비씨신사옥 1층 101호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1803066013?c=14124400.5020311,4520402.2359719,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200304_277%2F1583310800025DuElg_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AF_%25BB%25F3%25BE%25CF.jpg,양식,상암
바스버거 상암DMC점,서울 마포구 월드컵북로56길 19 드림타워 2층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/122742092?c=14124205.8376375,4520571.7537095,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181218_18%2F1545139226966rYoN6_JPEG%2F5eZelBMf9OJZhX5YHf4GUO4h.jpeg.jpg,햄버거,상암
서호파이,서울 서대문구 수색로10길 10,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1358654504?c=14126116.0355718,4519624.8325935,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171109_245%2F1510185023233xE43z_PNG%2F-haeuEh9R5R4T0NT1BR0LRGT.png,"카페,디저트",상암
오성 닭한마리,서울 마포구 월드컵북로54길 17 지하 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1087290996?c=14124235.8271084,4520448.6465875,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190129_163%2F15487367744992vA3k_JPEG%2FGG9KwtFbeSwCzb1CHuyBPzyw.JPG.jpg,닭요리,상암
여수낭만식당,서울 마포구 월드컵북로54길 25 상암DMC푸르지오시티 지하1층 B104호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1188514848?c=14124307.2385617,4520508.9076517,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191113_199%2F1573638536419eFFGw_JPEG%2Fn91YvpSeQnnzaCHIM68cYZpD.jpg,한식,상암
파스타공작소,서울 마포구 월드컵북로42가길 24 1층 102호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1585832584?c=14125182.0873079,4519610.9835215,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220523_8%2F16532450328224S784_JPEG%2FIMG_20220523_034204.jpg,"스파게티,파스타전문",상암
옥자회관,서울 마포구 성암로 219-6 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1156219888?c=14124973.8196726,4520099.2656797,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190322_123%2F1553261632477TQ04g_JPEG%2FHBc_lCnX1vxnsy1DSwyOK1Q9.jpeg.jpg,돈가스,상암
샐러디 상암DMC점,서울 마포구 월드컵북로54길 25 상암DMC푸르지오 1층 119호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1390411625?c=14124296.1845363,4520507.4608202,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210222_100%2F1613981208370LyzEM_PNG%2FL-eQOvuY0eTwuM6j0EAapOAE.png,"다이어트,샐러드",상암
닥터로빈 상암점,서울 마포구 매봉산로 75,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/37405411?c=14124717.7069201,4520079.7131671,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191031_271%2F1572487568972vncjG_PNG%2F6I7aA-Mbgi1dccJXNUN_zL-Q.png,이탈리아음식,상암
쇼트,서울 마포구 매봉산로2길 75,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1641666297?c=14125110.0302015,4519716.6077386,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220725_181%2F1658727944147jgL3r_JPEG%2F708F695A-D956-45CB-BDFE-5AF729697BFC.jpeg,"카페,디저트",상암
지후식당,서울 마포구 매봉산로2길 68 1층 지후식당,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1106747664?c=14125080.8978908,4519753.6747879,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220812_183%2F1660281493327wKI8q_JPEG%2FA909A9A4-1682-4798-AA56-A4B6CDDC3382.jpeg,일식당,상암
벽과담,서울 마포구 월드컵북로54길 17 107호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1590972433?c=14124230.0607587,4520492.5289691,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200613_130%2F1591975439031xkJcY_JPEG%2FncPzY7rgj6O-nH0ZvWylmLql.jpg,이자카야,상암
서룡,서울 마포구 월드컵북로 361 DMC이안오피스텔2단지 201호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/18383378?c=14124568.8059692,4519835.6188560,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170515_36%2F1494789162934kTOPk_JPEG%2F186465444261190_1.jpeg,중식당,상암
배꼽집,"서울 마포구 월드컵북로54길 17 사보이시티DMC 중앙계단 지상2층 210호,206호",,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/37910275?c=14124265.6607319,4520462.1315507,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",NULL,소고기구이,상암
전주현대옥 상암DMC점,서울 마포구 상암산로 76 YTN 뉴스퀘어 지하1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/586852686?c=14124639.3268666,4520175.3831727,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170131_119%2F14858397901183QbtM_JPEG%2F186078497241555_0.jpeg,국밥,상암
우노네,서울 마포구 월드컵북로48길 33-7 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1548450836?c=14124971.1814006,4519925.5136698,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220619_272%2F1655639435869wKdpx_JPEG%2F9777EAD8-427D-488E-9CAC-1CEB25F5B132.jpeg,양식,상암
쿠우쿠우 상암점,서울 마포구 매봉산로 80 지하 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1316769542?c=14124887.7585742,4520106.9771333,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220103_3%2F1641199545064erMmv_PNG%2F%25C0%25CC%25BF%25EB%25BF%25E4%25B1%25DD192426.png,"일식,초밥뷔페",상암
바삭하게,서울 마포구 월드컵북로54길 17 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1637139547?c=14124237.4857688,4520450.6552840,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220124_241%2F1642955447934AUkFm_JPEG%2F%25B9%25D9%25BB%25E8%25C7%25CF%25B0%25D4_%25B8%25DE%25B4%25BA_%25B8%25F0%25C0%25BD.jpg,돈가스,상암
뚜띠쿠치나 상암점,서울 마포구 월드컵북로 400 한국영상자료원 1층 A111호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/31077638?c=14124387.6334980,4520316.2139350,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200402_239%2F158580876289004Bt7_JPEG%2Fy6V9zZ8KrI3qRTD1XH6rEaUa.jpg,이탈리아음식,상암
란수사,서울 강남구 언주로93길 14-3 1/2층 단독건물,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/11605721?c=14141167.1765676,4509584.0528919,15,0,0,0,dh&placePath=%3Fentry%253Dbmp%2526n_ad_group_type%253D10%2526n_query%253D%25EB%25A7%259B%25EC%25A7%2591",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220716_109%2F1657977536336JKGev_JPEG%2F20220716_220952.jpg,일식당,선릉
탐라도야지,서울 강남구 삼성로104길 13 삼성동149-27,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/37026271?c=14142846.5980655,4510585.3442288,15,0,0,0,dh&placePath=%3Fentry%253Dbmp%2526n_ad_group_type%253D10%2526n_query%253D%25EB%25A7%259B%25EC%25A7%2591",NULL,돼지고기구이,선릉
딤딤섬 파르나스몰점,서울 강남구 테헤란로 521 파르나스몰 지하 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1612703330?c=14143386.9762696,4510277.0166233,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201203_279%2F1606954551424YjmnB_JPEG%2F2pv9kMZnsI-s0jnIQHmmKQOH.jpg,"딤섬,중식만두",선릉
부타이 1막,서울 강남구 테헤란로88길 22,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1144038812?c=14143321.8654994,4509898.6467386,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220414_66%2F1649924060607weHEK_JPEG%2F%25B7%25CE%25B0%25ED_%25BA%25CE%25C5%25B8%25C0%25CC_1.jpg,일식당,선릉
팀호완 삼성점,서울 강남구 봉은사로86길 30 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1209180080?c=14142971.6877773,4510631.3604920,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200724_40%2F1595567930452F6jtR_JPEG%2F%25C6%25C0%25C8%25A3%25BF%25CF_%25B8%25DE%25B4%25BA%25BA%25CF_%25C7%25A5%25C1%25F6.,"딤섬,중식만두",선릉
고메램 삼성점,서울 강남구 삼성로96길 15 송영빌딩 2층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/687685028?c=14143003.3804363,4510301.2940584,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170111_143%2F1484119143586PJ6jz_JPEG%2F186061564922441_0.jpeg,양갈비,선릉
알로하테이블 코엑스파르나스몰점,서울 강남구 테헤란로 521 파르나스몰 지하1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/35873210?c=14143418.4462897,4510370.7867731,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_249%2F1441027183032MVF7r_JPEG%2F166674476363361_0.jpeg,양식,선릉
중앙해장,서울 강남구 영동대로86길 17 육인빌딩,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/37703543?c=14143938.6311382,4510188.9868351,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190309_245%2F1552113857839UtFiA_JPEG%2FR7mJPb_ud69DS-ssyhXplki1.jpg,해장국,선릉
단초식당 선릉점,서울 강남구 역삼로69길 27 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1990657993?c=14142641.1802091,4509513.3165337,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220715_132%2F1657852684023a0kdy_JPEG%2FKakaoTalk_20220712_225106401.jpg,한식,선릉
농민백암순대 본점,서울 강남구 선릉로86길 40-4,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/13149768?c=14142544.0428214,4509550.5719852,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_139%2F1440994425880YuQ3V_JPEG%2F106470458539103_3.jpg,"순대,순댓국",선릉
무월식탁 파르나스점,서울 강남구 테헤란로 521 파르나스몰 지하1층 F-16,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1893905299?c=14143397.4403017,4510307.0055787,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200320_296%2F1584701849839PJftt_JPEG%2F%25B0%25A3%25C0%25E5%25BB%25F5%25BF%25EC.jpg,한식,선릉
알아차림,서울 강남구 봉은사로44길 68 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1402745557?c=14141419.3820059,4509785.6702708,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220627_145%2F1656314412886l9E1l_JPEG%2FKakaoTalk_20220627_131629572.jpg,한식,선릉
먼스터샌드,서울 강남구 선릉로 418 1층 2호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1054707531?c=14142242.0998346,4509349.8010472,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220805_197%2F1659677538787tOkPq_PNG%2F%25B8%25D5%25BD%25BA%25C5%25CD.png,샌드위치,선릉
